Period,IDPROV,Province,Xcoord,Ycoord,IDDISTRICT,District,Event,Casualties,Injured,Missing,Affected,Displaced,House_HD,House_MD,House_SD,Flooded
July 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,16,,1,,,
July 2018,17,BENGKULU,102.33675,-3.55258,1703,BENGKULU UTARA,Flood,,,,0,,,,,
July 2018,13,SUMATERA BARAT,100.4671,-0.85066,1304,SIJUNJUNG,Flood,,2,,6,,,,,
July 2018,51,BALI,115.13213,-8.36978,5107,KARANGASEM,Volcano Eruption,,,,2731,2731,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3518,NGANJUK,Forest Fires,,,,0,,,,,
July 2018,51,BALI,115.13213,-8.36978,5107,KARANGASEM,Volcano Eruption,,,,0,,,,,
July 2018,74,SULAWESI TENGGARA,122.07208,-4.12542,7472,KOTA BAUBAU,Flood,,,,1445,,,,,289
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3311,SUKOHARJO,Drought,,,,875,,,,,
July 2018,74,SULAWESI TENGGARA,122.07208,-4.12542,7413,MUNA BARAT,Flood,,,,17860,,,,,1242
July 2018,74,SULAWESI TENGGARA,122.07208,-4.12542,7471,KOTA KENDARI,Landslide,1,,,0,,,,1,
July 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7302,BULUKUMBA,Landslide,,,,0,,,,,
July 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7302,BULUKUMBA,Flood,,,,47,35,3,,1,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3319,KUDUS,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6311,BALANGAN,Landslide,,,,4,,,,1,
July 2018,51,BALI,115.13213,-8.36978,5107,KARANGASEM,Volcano Eruption,,,,0,,,,,
July 2018,74,SULAWESI TENGGARA,122.07208,-4.12542,7406,BOMBANA,Flood,,,,0,,,,,62
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1115,NAGAN RAYA,Forest Fires,,,,0,,,,,
July 2018,51,BALI,115.13213,-8.36978,5107,KARANGASEM,Volcano Eruption,,,,0,,,,,
July 2018,34,DI YOGYAKARTA,110.4458,-7.89495,3402,BANTUL,Drought,,,,477,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3327,PEMALANG,Whirlwind,,,,0,,,1,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1275,KOTA MEDAN,Whirlwind,,,,90,,,1,17,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3518,NGANJUK,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Whirlwind,1,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Whirlwind,,2,,0,,,1,,
July 2018,34,DI YOGYAKARTA,110.4458,-7.89495,3401,KULONPROGO,Whirlwind,,,,5,,,,1,
July 2018,51,BALI,115.13213,-8.36978,5107,KARANGASEM,Volcano Eruption,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1116,ACEH JAYA,Whirlwind,,,,1,,,,1,
July 2018,13,SUMATERA BARAT,100.4671,-0.85066,1304,SIJUNJUNG,Flood,,,,0,,19,,22,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Whirlwind,,,,5,5,1,,,
July 2018,82,MALUKU UTARA,127.63524,0.70616,8271,KOTA TERNATE,Flood,,1,,80,80,8,4,,580
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3516,MOJOKERTO,Drought,,,,9666,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Whirlwind,,,,0,,1,,,
July 2018,36,BANTEN,106.10883,-6.45625,3602,LEBAK,Earthquake,,,,0,,,,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3202,SUKABUMI,Earthquake,,,,175,10,2,6,27,
July 2018,11,ACEH,96.91028,4.2251,1107,ACEH BARAT,Forest Fires,,,,15,,,,,
July 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6209,KATINGAN,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3319,KUDUS,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Landslide,,,,0,,,,1,
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1275,KOTA MEDAN,Flood,,,,961,86,,,,192
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1275,KOTA MEDAN,Whirlwind,,,,286,,,,63,
July 2018,11,ACEH,96.91028,4.2251,1171,KOTA BANDA ACEH,Whirlwind,,,,0,,,,,
July 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6271,KOTA PALANGKARAYA,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1108,ACEH BESAR,Whirlwind,,,,0,,,,1,
July 2018,11,ACEH,96.91028,4.2251,1109,PIDIE,Whirlwind,,,,70,,1,,15,
July 2018,11,ACEH,96.91028,4.2251,1110,BIREUEN,Whirlwind,,,,22,,3,,3,
July 2018,11,ACEH,96.91028,4.2251,1108,ACEH BESAR,Whirlwind,,,,15,,,1,2,
July 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7314,SIDENRENG RAPPANG,Flood,,,,50,50,,,,592
July 2018,13,SUMATERA BARAT,100.4671,-0.85066,1306,PADANG PARIAMAN,Whirlwind,,,,0,,1,,,
July 2018,51,BALI,115.13213,-8.36978,5107,KARANGASEM,Volcano Eruption,,,,4415,4415,,,,
July 2018,11,ACEH,96.91028,4.2251,1117,BENER MERIAH,Whirlwind,,,,10,,,,2,
July 2018,13,SUMATERA BARAT,100.4671,-0.85066,1371,KOTA PADANG,Whirlwind,,,,0,,,1,1,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3218,PANGANDARAN,Whirlwind,,,,3,,,1,,
July 2018,81,MALUKU,129.22201,-3.12833,8201,HALMAHERA BARAT,Flood,,,,0,,,,,
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1602,OGAN KOMERING ILIR,Whirlwind,,,,5,,1,,,
July 2018,82,MALUKU UTARA,127.63524,0.70616,8208,PULAU TALIABU,Flood,,,,540,,,,,180
July 2018,18,LAMPUNG,105.02009,-4.91748,1803,LAMPUNG SELATAN,Volcano Eruption,,,,0,,,,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Drought,,,,36765,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3319,KUDUS,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Drought,,,,1686,,,,,
July 2018,11,ACEH,96.91028,4.2251,1107,ACEH BARAT,Whirlwind,,,,0,,,,1,
July 2018,11,ACEH,96.91028,4.2251,1117,BENER MERIAH,Whirlwind,,,,20,,4,,,
July 2018,91,PAPUA BARAT,133.11628,-1.64237,9105,MANOKWARI,Flood,,,,441,,,,,139
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3303,PURBALINGGA,Drought,,,,3598,,,,,
July 2018,11,ACEH,96.91028,4.2251,1106,ACEH TENGAH,Whirlwind,,,,475,475,,,42,
July 2018,11,ACEH,96.91028,4.2251,1117,BENER MERIAH,Whirlwind,,,,5,5,1,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Forest Fires,,,,0,,,,,
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1275,KOTA MEDAN,Whirlwind,,,,84,,,,18,
July 2018,51,BALI,115.13213,-8.36978,5107,KARANGASEM,Volcano Eruption,,,,0,,,,,
July 2018,91,PAPUA BARAT,133.11628,-1.64237,9111,MANOKWARI SELATAN,Flood,,,,60,,,,,30
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1602,OGAN KOMERING ILIR,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3518,NGANJUK,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3503,TRENGGALEK,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3503,TRENGGALEK,Drought,,,,460,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6305,TAPIN,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1108,ACEH BESAR,Whirlwind,,,,5,5,,,1,
July 2018,14,RIAU,101.80779,0.51272,1408,BENGKALIS,Forest Fires,,,,0,,,,,
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1212,DELI SERDANG,Whirlwind,,,,0,,1,8,30,
July 2018,14,RIAU,101.80779,0.51272,1409,ROKAN HILIR,Forest Fires,,,,0,,,,,
July 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6202,KOTAWARINGIN TIMUR,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6301,TANAH LAUT,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Drought,,,,2444,,,,,
July 2018,15,JAMBI,102.71981,-1.69842,1503,SAROLANGUN,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3305,KEBUMEN,High Tide/Abrasion,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1108,ACEH BESAR,Whirlwind,,,,0,,,,1,
July 2018,14,RIAU,101.80779,0.51272,1409,ROKAN HILIR,Forest Fires,,,,0,,,,,
July 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6202,KOTAWARINGIN TIMUR,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Drought,,,,3219,,,,,
July 2018,14,RIAU,101.80779,0.51272,1408,BENGKALIS,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1108,ACEH BESAR,Whirlwind,,,,6,,,,1,
July 2018,11,ACEH,96.91028,4.2251,1115,NAGAN RAYA,Whirlwind,,,,5,5,,1,,
July 2018,14,RIAU,101.80779,0.51272,1404,PELALAWAN,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1112,ACEH BARAT DAYA,Whirlwind,,,,51,,,,17,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1106,ACEH TENGAH,Whirlwind,,,,10,,,1,,
July 2018,11,ACEH,96.91028,4.2251,1108,ACEH BESAR,Whirlwind,,,,4,,,1,,
July 2018,11,ACEH,96.91028,4.2251,1117,BENER MERIAH,Whirlwind,,,,0,,,1,4,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3311,SUKOHARJO,Drought,,,,388,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6372,KOTA BANJARBARU,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3522,BOJONEGORO,Forest Fires,,,,0,,,,,
July 2018,15,JAMBI,102.71981,-1.69842,1504,BATANGHARI,Forest Fires,,,,0,,,,,
July 2018,74,SULAWESI TENGGARA,122.07208,-4.12542,7404,KOLAKA,Flood,,1,,200,,2,14,,40
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Drought,,,,152,,,,,
July 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6206,SUKAMARA,Forest Fires,,,,0,,,,,
July 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6271,KOTA PALANGKARAYA,Forest Fires,,,,0,,,,,
July 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6202,KOTAWARINGIN TIMUR,Forest Fires,,,,0,,,,,
July 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6203,KAPUAS,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1106,ACEH TENGAH,Forest Fires,,,,0,,,,,
July 2018,74,SULAWESI TENGGARA,122.07208,-4.12542,7411,KOLAKA TIMUR,Flood,,,,1240,1240,,,,248
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6305,TAPIN,Forest Fires,,,,0,,,,,
July 2018,14,RIAU,101.80779,0.51272,1408,BENGKALIS,Forest Fires,,,,0,,,,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Whirlwind,,,,15,,,3,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,0,,,1,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Flood,,,,24,,,,,7
July 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Whirlwind,,,,22,,,,4,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6306,HULU SUNGAI SELATAN,Forest Fires,,,,0,,,,,
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1275,KOTA MEDAN,Whirlwind,,,,16,,,,3,
July 2018,61,KALIMANTAN BARAT,111.12557,-0.08443,6172,KOTA SINGKAWANG,Forest Fires,,,,0,,,,,
July 2018,13,SUMATERA BARAT,100.4671,-0.85066,1371,KOTA PADANG,Earthquake,,,,0,,6,,19,
July 2018,13,SUMATERA BARAT,100.4671,-0.85066,1303,SOLOK,Earthquake,1,8,,54,54,19,5,63,
July 2018,51,BALI,115.13213,-8.36978,5107,KARANGASEM,Volcano Eruption,,,,0,,,,,
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1602,OGAN KOMERING ILIR,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3516,MOJOKERTO,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6372,KOTA BANJARBARU,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3376,KOTA TEGAL,Forest Fires,,,,0,,,,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3204,BANDUNG,Whirlwind,,,,0,,,,11,
July 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7302,BULUKUMBA,Drought,,,,821,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3516,MOJOKERTO,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1106,ACEH TENGAH,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1108,ACEH BESAR,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6301,TANAH LAUT,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6301,TANAH LAUT,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1104,ACEH TENGGARA,Flood,,,,180,55,,,,25
July 2018,51,BALI,115.13213,-8.36978,5107,KARANGASEM,Whirlwind,,,,5,,1,,,
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1275,KOTA MEDAN,Whirlwind,,,,3,,,,1,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3216,BEKASI,Drought,,,,49005,,,,,
July 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Drought,,,,147807,,,,,
July 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6210,PULANG PISAU,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6301,TANAH LAUT,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3319,KUDUS,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1117,BENER MERIAH,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3503,TRENGGALEK,Drought,,,,5470,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1116,ACEH JAYA,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1106,ACEH TENGAH,Forest Fires,,,,0,,,,,
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1602,OGAN KOMERING ILIR,Forest Fires,,,,0,,,,,
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1275,KOTA MEDAN,Whirlwind,,,,4,,,,1,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3306,PURWOREJO,High Tide/Abrasion,,,,0,,,,,
July 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5201,LOMBOK BARAT,High Tide/Abrasion,,,,114,114,,,,64
July 2018,18,LAMPUNG,105.02009,-4.91748,1813,PESISIR BARAT,High Tide/Abrasion,,,,0,,11,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3318,PATI,Drought,,,,23699,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6305,TAPIN,Forest Fires,,,,0,,,,,
July 2018,51,BALI,115.13213,-8.36978,5102,TABANAN,High Tide/Abrasion,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Forest Fires,,,,0,,,,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Drought,,,,523,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6372,KOTA BANJARBARU,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1175,KOTA SUBULUSSALAM,Forest Fires,,,,0,,,,,
July 2018,11,ACEH,96.91028,4.2251,1106,ACEH TENGAH,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3518,NGANJUK,Forest Fires,,,,0,,,,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3218,PANGANDARAN,High Tide/Abrasion,,,,4,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Forest Fires,,,,0,,,,,
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1610,OGAN ILIR,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6372,KOTA BANJARBARU,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6372,KOTA BANJARBARU,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6301,TANAH LAUT,Forest Fires,,,,0,,,,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3206,TASIKMALAYA,High Tide/Abrasion,,,,136,136,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,High Tide/Abrasion,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Forest Fires,,,,0,,,,,
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1207,LABUHAN BATU,Whirlwind,,,,0,,8,,27,
July 2018,34,DI YOGYAKARTA,110.4458,-7.89495,3403,GUNUNGKIDUL,High Tide/Abrasion,,,,950,,4,1,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3510,BANYUWANGI,High Tide/Abrasion,,,,50,50,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3509,JEMBER,High Tide/Abrasion,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3508,LUMAJANG,High Tide/Abrasion,,,,0,,,,1,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3505,BLITAR,High Tide/Abrasion,,,,0,,,,,
July 2018,13,SUMATERA BARAT,100.4671,-0.85066,1371,KOTA PADANG,High Tide/Abrasion,,,,140,,,28,,
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1206,TOBA SAMOSIR,Forest Fires,,,,0,,,,,
July 2018,51,BALI,115.13213,-8.36978,5103,BADUNG,High Tide/Abrasion,,,,0,,,,,
July 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7325,LUWU TIMUR,Flood,,,,0,,,,,100
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6306,HULU SUNGAI SELATAN,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6301,TANAH LAUT,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3320,JEPARA,Landslide,1,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3301,CILACAP,High Tide/Abrasion,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3510,BANYUWANGI,High Tide/Abrasion,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,15,JAMBI,102.71981,-1.69842,1505,MUARO JAMBI,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6372,KOTA BANJARBARU,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Forest Fires,,,,0,,,,,
July 2018,15,JAMBI,102.71981,-1.69842,1508,TEBO,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Forest Fires,,,,0,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6310,TANAH BUMBU,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3520,MAGETAN,Drought,,,,5250,,,,,
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1602,OGAN KOMERING ILIR,Forest Fires,,,,0,,,,,
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1612,PENUKAL ABAB LEMATANG ILIR,Forest Fires,,,,0,,,,,
July 2018,12,SUMATERA UTARA,99.05314,2.19191,1275,KOTA MEDAN,Whirlwind,,,,17,,,,3,
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1606,MUSI BANYU ASIN,Forest Fires,,,,0,,,,,
July 2018,51,BALI,115.13213,-8.36978,5107,KARANGASEM,Forest Fires,,,,0,,,,,
July 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6206,SUKAMARA,Forest Fires,,,,0,,,,,
July 2018,61,KALIMANTAN BARAT,111.12557,-0.08443,6103,LANDAK,Flood,,,,15,,,,,4
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6311,BALANGAN,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6372,KOTA BANJARBARU,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6306,HULU SUNGAI SELATAN,Forest Fires,,,,0,,,,,
July 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5271,KOTA MATARAM,Earthquake,,1,,0,,,,,
July 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5201,LOMBOK BARAT,Earthquake,,,,0,,6,15,8,
July 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5203,LOMBOK TIMUR,Earthquake,15,343,,10256,7593,830,,1326,
July 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5208,LOMBOK UTARA,Earthquake,5,73,,25077,2469,3151,1758,4081,
July 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5207,SUMBAWA BARAT,Earthquake,,,,0,,,1,,
July 2018,13,SUMATERA BARAT,100.4671,-0.85066,1306,PADANG PARIAMAN,Whirlwind,,,,0,,,,1,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3518,NGANJUK,Forest Fires,,,,0,,,,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3202,SUKABUMI,High Tide/Abrasion,,,,11,,1,1,3,
July 2018,13,SUMATERA BARAT,100.4671,-0.85066,1306,PADANG PARIAMAN,High Tide/Abrasion,,,,0,,,,,16
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Forest Fires,,,,0,,,,,
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1606,MUSI BANYU ASIN,Forest Fires,,,,0,,,,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Drought,,,,1226,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3320,Jepara,Drought,,,,35095,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Drought,,,,3050,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6304,BARITO KUALA,Forest Fires,,,,0,,,,,
July 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Forest Fires,,,,0,,,,,
July 2018,35,JAWA TIMUR,112.59767,-7.94595,3515,SIDOARJO,Forest Fires,,,,0,,,,,
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1601,OGAN KOMERING ULU,Forest Fires,,,,0,,,,,
July 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Drought,,,,370,,,,,
July 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1602,OGAN KOMERING ILIR,Drought,,,,15000,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,Magelang,Drought,,,,4614,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3306,Purworejo,Drought,,,,8017,,,,,
July 2018,33,JAWA TENGAH,110.20062,-7.25939,3309,Boyolali,Drought,,,,24333,,,,,
